Influencer,link,video 1,video 2,video 3,Average Views,Multiplier
https://tiktok.com/@salveregalo,https://tiktok.com/@salveregalo,13700.0,11400.0,1589.0,8972.6,
https://tiktok.com/@annnlenn,https://tiktok.com/@annnlenn,8415.0,66100.0,16500.0,51703.0,
https://tiktok.com/@cindycamponovo,https://tiktok.com/@cindycamponovo,17000.0,422500.0,59100.0,1147660.0,
https://tiktok.com/@purpleskiiofficial,https://tiktok.com/@purpleskiiofficial,5715.0,9669.0,4899.0,11881.0,
https://tiktok.com/@_supraze_,https://tiktok.com/@_supraze_,276500.0,244300.0,556900.0,380560.0,
https://tiktok.com/@kaitlynsharpleyfitness,https://tiktok.com/@kaitlynsharpleyfitness,7700.0,526.0,7227.0,4551.6,
https://tiktok.com/@cristylawrence,https://tiktok.com/@cristylawrence,1474.0,785.0,2999.0,1584.4,
NO account found,NO account found,NO account found,NO account found,NO account found,NO account found,NO account found
https://tiktok.com/@Ickarosilva,https://tiktok.com/@Ickarosilva,747.0,2686.0,5276.0,13337.4,
https://tiktok.com/@wan_aesthenix,https://tiktok.com/@wan_aesthenix,5012.0,29100.0,33400.0,26242.4,
NO account found,NO account found,NO account found,NO account found,NO account found,NO account found,NO account found
https://tiktok.com/@montana.boyz,https://tiktok.com/@montana.boyz,27200.0,74800.0,110800.0,189660.0,
NO account found,NO account found,NO account found,NO account found,NO account found,NO account found,NO account found
https://tiktok.com/@yobruztv,https://tiktok.com/@yobruztv,14800.0,21700.0,58000.0,114000.0,
https://tiktok.com/@not.kathryn,https://tiktok.com/@not.kathryn,95300.0,53700.0,34600.0,79140.0,
https://tiktok.com/@jcook2jiggy_,https://tiktok.com/@jcook2jiggy_,32700.000000000004,657100.0,1400000.0,537460.0,
NO account found,NO account found,NO account found,NO account found,NO account found,NO account found,NO account found
NO account found,NO account found,NO account found,NO account found,NO account found,NO account found,NO account found
NO account found,NO account found,NO account found,NO account found,NO account found,NO account found,NO account found
https://tiktok.com/@sabrina_ludmila,https://tiktok.com/@sabrina_ludmila,90600.0,267300.0,1100000.0,502000.0,
https://tiktok.com/@camxpetra,https://tiktok.com/@camxpetra,728.0,1280.0,2762.0,1629.6,
